2023-06-28 16:54:56	145456.00
2023-06-28 16:55:13	145513.00
2023-06-28 16:55:20	145520.00
2023-06-28 16:55:23	145523.00
2023-06-28 16:55:25	145525.00
2023-06-28 16:55:26	145526.00
2023-06-28 16:55:28	145528.00
2023-06-28 16:55:29	145529.00
2023-06-28 16:55:31	145531.00
2023-06-28 16:55:32	145532.00
2023-06-28 16:55:35	145535.00
2023-06-28 16:55:36	145536.00
2023-06-28 16:55:37	145537.00
2023-06-28 16:55:41	145541.00
2023-06-28 16:55:47	145547.00
2023-06-28 16:55:58	145558.00
2023-06-28 16:56:01	145601.00
2023-06-28 16:56:08	145608.00
2023-06-28 16:56:09	145609.00
2023-06-28 16:56:10	145610.00
2023-06-28 16:56:11	145611.00
2023-06-28 16:56:17	145617.00
2023-06-28 16:56:19	145619.00
2023-06-28 16:56:26	145626.00
2023-06-28 16:56:29	145629.00
2023-06-28 16:56:34	145634.00
2023-06-28 16:56:39	145639.00
2023-06-28 16:56:40	145640.00
2023-06-28 16:56:43	145643.00
2023-06-28 16:56:45	145645.00
2023-06-28 16:56:58	145658.00
2023-06-28 16:56:59	145659.00
2023-06-28 16:57:03	145703.00
2023-06-28 16:57:07	145707.00
2023-06-28 16:57:12	145712.00
2023-06-28 16:57:13	145713.00
2023-06-28 16:57:19	145719.00
2023-06-28 16:57:22	145722.00
2023-06-28 16:57:24	145724.00
2023-06-28 16:57:26	145726.00
2023-06-28 16:57:33	145733.00
2023-06-28 16:57:36	145736.00
2023-06-28 16:57:43	145743.00
2023-06-28 16:57:55	145755.00
2023-06-28 16:57:56	145756.00
2023-06-28 16:58:01	145801.00
2023-06-28 16:58:02	145802.00
2023-06-28 16:58:12	145812.00
2023-06-28 16:58:14	145814.00
2023-06-28 16:58:16	145816.00
2023-06-28 16:58:19	145819.00
2023-06-28 16:58:20	145820.00
2023-06-28 16:58:21	145821.00
2023-06-28 16:58:28	145828.00
2023-06-28 16:58:32	145832.00
2023-06-28 16:58:33	145833.00
2023-06-28 16:58:38	145838.00
2023-06-28 16:58:40	145840.00
2023-06-28 16:58:43	145843.00
2023-06-28 16:58:44	145844.00
2023-06-28 16:58:57	145857.00
2023-06-28 16:59:03	145903.00
2023-06-28 16:59:06	145906.00
2023-06-28 16:59:15	145915.00
2023-06-28 16:59:21	145921.00
2023-06-28 16:59:25	145925.00
2023-06-28 16:59:27	145927.00
2023-06-28 16:59:29	145929.00
2023-06-28 16:59:33	145933.00
2023-06-28 16:59:38	145938.00
2023-06-28 16:59:40	145940.00
2023-06-28 16:59:43	145943.00
2023-06-28 16:59:44	145944.00
2023-06-28 16:59:52	145952.00
2023-06-28 17:00:03	150003.00
2023-06-28 17:00:06	150006.00
2023-06-28 17:00:07	150007.00
2023-06-28 17:00:08	150008.00
2023-06-28 17:00:10	150010.00
2023-06-28 17:00:13	150013.00
2023-06-28 17:00:14	150014.00
2023-06-28 17:00:15	150015.00
2023-06-28 17:00:16	150016.00
2023-06-28 17:00:20	150020.00
2023-06-28 17:00:25	150025.00
2023-06-28 17:00:28	150028.00
2023-06-28 17:00:29	150029.00
2023-06-28 17:00:32	150032.00
2023-06-28 17:00:37	150037.00
2023-06-28 17:00:39	150039.00
2023-06-28 17:00:40	150040.00
2023-06-28 17:00:43	150043.00
2023-06-28 17:00:44	150044.00
2023-06-28 17:00:49	150049.00
2023-06-28 17:00:53	150053.00
2023-06-28 17:00:54	150054.00
2023-06-28 17:00:57	150057.00
2023-06-28 17:01:01	150101.00
2023-06-28 17:01:03	150103.00
2023-06-28 17:01:08	150108.00
2023-06-28 17:01:11	150111.00
2023-06-28 17:01:15	150115.00
2023-06-28 17:01:16	150116.00
2023-06-28 17:01:17	150117.00
2023-06-28 17:01:25	150125.00
2023-06-28 17:01:27	150127.00
2023-06-28 17:01:28	150128.00
2023-06-28 17:01:29	150129.00
2023-06-28 17:01:31	150131.00
2023-06-28 17:01:42	150142.00
2023-06-28 17:01:43	150143.00
2023-06-28 17:01:54	150154.00
2023-06-28 17:02:01	150201.00
2023-06-28 17:02:02	150202.00
2023-06-28 17:02:05	150205.00
2023-06-28 17:02:10	150210.00
2023-06-28 17:02:14	150214.00
2023-06-28 17:02:20	150220.00
2023-06-28 17:02:27	150227.00
2023-06-28 17:02:28	150228.00
2023-06-28 17:02:32	150232.00
2023-06-28 17:02:35	150235.00
2023-06-28 17:02:37	150237.00
2023-06-28 17:02:38	150238.00
2023-06-28 17:02:41	150241.00
2023-06-28 17:02:43	150243.00
2023-06-28 17:02:46	150246.00
2023-06-28 17:02:48	150248.00
2023-06-28 17:02:50	150250.00
2023-06-28 17:02:52	150252.00
2023-06-28 17:02:55	150255.00
2023-06-28 17:02:57	150257.00
2023-06-28 17:02:58	150258.00
2023-06-28 17:02:59	150259.00
2023-06-28 17:03:04	150304.00
2023-06-28 17:03:07	150307.00
2023-06-28 17:03:13	150313.00
2023-06-28 17:03:17	150317.00
