2023-06-28 16:54:58	312915.994	2268	18
2023-06-28 16:54:59	312916.994	2268	18
2023-06-28 16:55:14	312931.994	2268	18
2023-06-28 16:55:19	312936.994	2268	18
2023-06-28 16:55:23	312940.994	2268	18
2023-06-28 16:55:25	312942.994	2268	18
2023-06-28 16:55:26	312943.994	2268	18
2023-06-28 16:55:27	312944.994	2268	18
2023-06-28 16:55:30	312947.994	2268	18
2023-06-28 16:55:38	312955.994	2268	18
2023-06-28 16:55:39	312956.994	2268	18
2023-06-28 16:55:42	312959.994	2268	18
2023-06-28 16:55:44	312961.994	2268	18
2023-06-28 16:55:45	312962.994	2268	18
2023-06-28 16:55:47	312964.994	2268	18
2023-06-28 16:55:48	312965.994	2268	18
2023-06-28 16:55:49	312966.994	2268	18
2023-06-28 16:55:50	312967.994	2268	18
2023-06-28 16:55:51	312968.994	2268	18
2023-06-28 16:55:52	312969.994	2268	18
2023-06-28 16:55:53	312970.994	2268	18
2023-06-28 16:55:55	312972.994	2268	18
2023-06-28 16:55:56	312973.994	2268	18
2023-06-28 16:55:58	312975.994	2268	18
2023-06-28 16:56:00	312977.994	2268	18
2023-06-28 16:56:01	312978.994	2268	18
2023-06-28 16:56:02	312979.994	2268	18
2023-06-28 16:56:03	312980.994	2268	18
2023-06-28 16:56:05	312982.994	2268	18
2023-06-28 16:56:07	312984.994	2268	18
2023-06-28 16:56:10	312987.994	2268	18
2023-06-28 16:56:13	312990.994	2268	18
2023-06-28 16:56:14	312991.994	2268	18
2023-06-28 16:56:15	312992.994	2268	18
2023-06-28 16:56:17	312994.994	2268	18
2023-06-28 16:56:20	312997.994	2268	18
2023-06-28 16:56:22	312999.994	2268	18
2023-06-28 16:56:23	313000.994	2268	18
2023-06-28 16:56:28	313005.994	2268	18
2023-06-28 16:56:32	313009.994	2268	18
2023-06-28 16:56:35	313012.994	2268	18
2023-06-28 16:56:37	313014.994	2268	18
2023-06-28 16:56:38	313015.994	2268	18
2023-06-28 16:56:40	313017.994	2268	18
2023-06-28 16:56:42	313019.994	2268	18
2023-06-28 16:56:46	313023.994	2268	18
2023-06-28 16:56:49	313026.994	2268	18
2023-06-28 16:56:53	313030.994	2268	18
2023-06-28 16:57:02	313039.994	2268	18
2023-06-28 16:57:03	313040.994	2268	18
2023-06-28 16:57:05	313042.994	2268	18
2023-06-28 16:57:10	313047.994	2268	18
2023-06-28 16:57:11	313048.994	2268	18
2023-06-28 16:57:19	313056.994	2268	18
2023-06-28 16:57:20	313057.994	2268	18
2023-06-28 16:57:22	313059.994	2268	18
2023-06-28 16:57:26	313063.994	2268	18
2023-06-28 16:57:32	313069.994	2268	18
2023-06-28 16:57:37	313074.994	2268	18
2023-06-28 16:57:38	313075.994	2268	18
2023-06-28 16:57:39	313076.994	2268	18
2023-06-28 16:57:43	313080.994	2268	18
2023-06-28 16:57:47	313084.994	2268	18
2023-06-28 16:57:52	313089.994	2268	18
2023-06-28 16:57:59	313096.994	2268	18
2023-06-28 16:58:02	313099.994	2268	18
2023-06-28 16:58:04	313101.994	2268	18
2023-06-28 16:58:05	313102.994	2268	18
2023-06-28 16:58:08	313105.994	2268	18
2023-06-28 16:58:09	313106.994	2268	18
2023-06-28 16:58:11	313108.994	2268	18
2023-06-28 16:58:13	313110.994	2268	18
2023-06-28 16:58:19	313116.994	2268	18
2023-06-28 16:58:22	313119.994	2268	18
2023-06-28 16:58:27	313124.994	2268	18
2023-06-28 16:58:28	313125.994	2268	18
2023-06-28 16:58:31	313128.994	2268	18
2023-06-28 16:58:43	313140.994	2268	18
2023-06-28 16:58:52	313149.994	2268	18
2023-06-28 16:58:53	313150.994	2268	18
2023-06-28 16:58:59	313156.994	2268	18
2023-06-28 16:59:08	313165.994	2268	18
2023-06-28 16:59:13	313170.994	2268	18
2023-06-28 16:59:16	313173.994	2268	18
2023-06-28 16:59:17	313174.994	2268	18
2023-06-28 16:59:21	313178.994	2268	18
2023-06-28 16:59:23	313180.994	2268	18
2023-06-28 16:59:27	313184.994	2268	18
2023-06-28 16:59:35	313192.994	2268	18
2023-06-28 16:59:57	313214.994	2268	18
2023-06-28 17:00:02	313219.994	2268	18
2023-06-28 17:00:04	313221.994	2268	18
2023-06-28 17:00:11	313228.994	2268	18
2023-06-28 17:00:13	313230.994	2268	18
2023-06-28 17:00:18	313235.994	2268	18
2023-06-28 17:00:23	313240.994	2268	18
2023-06-28 17:00:26	313243.994	2268	18
2023-06-28 17:00:34	313251.994	2268	18
2023-06-28 17:00:35	313252.994	2268	18
2023-06-28 17:00:37	313254.994	2268	18
2023-06-28 17:00:38	313255.994	2268	18
2023-06-28 17:00:40	313257.994	2268	18
2023-06-28 17:00:41	313258.994	2268	18
2023-06-28 17:00:44	313261.994	2268	18
2023-06-28 17:00:45	313262.994	2268	18
2023-06-28 17:00:47	313264.994	2268	18
2023-06-28 17:00:52	313269.994	2268	18
2023-06-28 17:00:53	313270.994	2268	18
2023-06-28 17:00:56	313273.994	2268	18
2023-06-28 17:01:04	313281.994	2268	18
2023-06-28 17:01:05	313282.994	2268	18
2023-06-28 17:01:10	313287.994	2268	18
2023-06-28 17:01:11	313288.994	2268	18
2023-06-28 17:01:12	313289.994	2268	18
2023-06-28 17:01:24	313301.994	2268	18
2023-06-28 17:01:25	313302.994	2268	18
2023-06-28 17:01:29	313306.994	2268	18
2023-06-28 17:01:31	313308.994	2268	18
2023-06-28 17:01:35	313312.994	2268	18
2023-06-28 17:01:39	313316.994	2268	18
2023-06-28 17:01:41	313318.994	2268	18
2023-06-28 17:01:45	313322.994	2268	18
2023-06-28 17:01:46	313323.994	2268	18
2023-06-28 17:01:58	313335.994	2268	18
2023-06-28 17:01:59	313336.994	2268	18
2023-06-28 17:02:08	313345.994	2268	18
2023-06-28 17:02:14	313351.994	2268	18
2023-06-28 17:02:19	313356.994	2268	18
2023-06-28 17:02:20	313357.994	2268	18
2023-06-28 17:02:29	313366.994	2268	18
2023-06-28 17:02:44	313381.994	2268	18
2023-06-28 17:02:55	313392.994	2268	18
2023-06-28 17:02:57	313394.994	2268	18
2023-06-28 17:02:59	313396.994	2268	18
2023-06-28 17:03:02	313399.994	2268	18
2023-06-28 17:03:05	313402.994	2268	18
2023-06-28 17:03:07	313404.994	2268	18
2023-06-28 17:03:14	313411.994	2268	18
2023-06-28 17:03:16	313413.994	2268	18
2023-06-28 17:03:24	313421.994	2268	18
2023-06-28 17:03:25	313422.994	2268	18
2023-06-28 17:03:27	313424.994	2268	18
2023-06-28 17:03:28	313425.994	2268	18
2023-06-28 17:03:46	313443.994	2268	18
2023-06-28 17:03:50	313447.994	2268	18
2023-06-28 17:03:55	313452.994	2268	18
2023-06-28 17:03:58	313455.994	2268	18
2023-06-28 17:04:07	313464.994	2268	18
2023-06-28 17:04:14	313471.994	2268	18
2023-06-28 17:04:17	313474.994	2268	18
2023-06-28 17:04:20	313477.994	2268	18
2023-06-28 17:04:23	313480.994	2268	18
2023-06-28 17:04:28	313485.994	2268	18
2023-06-28 17:04:29	313486.994	2268	18
2023-06-28 17:04:34	313491.994	2268	18
2023-06-28 17:04:35	313492.994	2268	18
2023-06-28 17:04:36	313493.994	2268	18
2023-06-28 17:04:37	313494.994	2268	18
2023-06-28 17:04:39	313496.994	2268	18
2023-06-28 17:04:41	313498.994	2268	18
2023-06-28 17:04:43	313500.994	2268	18
2023-06-28 17:04:44	313501.994	2268	18
2023-06-28 17:04:47	313504.994	2268	18
2023-06-28 17:04:53	313510.994	2268	18
2023-06-28 17:04:55	313512.994	2268	18
2023-06-28 17:05:02	313519.994	2268	18
2023-06-28 17:05:07	313524.994	2268	18
2023-06-28 17:05:09	313526.994	2268	18
2023-06-28 17:05:15	313532.994	2268	18
2023-06-28 17:05:16	313533.994	2268	18
2023-06-28 17:05:22	313539.994	2268	18
2023-06-28 17:05:34	313551.994	2268	18
