2023-06-28 12:19:18	101918.00
2023-06-28 12:19:25	101925.00
2023-06-28 12:19:31	101931.00
2023-06-28 12:19:33	101933.00
2023-06-28 12:19:39	101939.00
2023-06-28 12:19:43	101943.00
2023-06-28 12:19:45	101945.00
2023-06-28 12:19:50	101950.00
2023-06-28 12:19:53	101953.00
2023-06-28 12:19:55	101955.00
2023-06-28 12:19:59	101959.00
2023-06-28 12:20:04	102004.00
2023-06-28 12:20:12	102012.00
2023-06-28 12:20:16	102016.00
2023-06-28 12:20:29	102029.00
2023-06-28 12:20:34	102034.00
2023-06-28 12:20:39	102039.00
2023-06-28 12:20:48	102048.00
2023-06-28 12:20:51	102051.00
2023-06-28 12:20:56	102056.00
2023-06-28 12:21:05	102105.00
2023-06-28 12:21:07	102107.00
2023-06-28 12:21:16	102116.00
2023-06-28 12:21:21	102121.00
2023-06-28 12:21:33	102133.00
2023-06-28 12:21:34	102134.00
2023-06-28 12:21:36	102136.00
2023-06-28 12:21:37	102137.00
2023-06-28 12:21:39	102139.00
2023-06-28 12:21:49	102149.00
2023-06-28 12:22:02	102202.00
2023-06-28 12:22:08	102208.00
2023-06-28 12:22:18	102218.00
2023-06-28 12:22:22	102222.00
2023-06-28 12:22:33	102233.00
2023-06-28 12:22:36	102236.00
2023-06-28 12:22:47	102247.00
2023-06-28 12:22:52	102252.00
2023-06-28 12:23:00	102300.00
2023-06-28 12:23:02	102302.00
2023-06-28 12:23:25	102325.00
2023-06-28 12:23:27	102327.00
2023-06-28 12:23:40	102340.00
2023-06-28 12:23:54	102354.00
2023-06-28 12:23:58	102358.00
2023-06-28 12:23:59	102359.00
2023-06-28 12:24:21	102421.00
2023-06-28 12:24:36	102436.00
2023-06-28 12:24:37	102437.00
2023-06-28 12:25:00	102500.00
2023-06-28 12:25:03	102503.00
2023-06-28 12:25:08	102508.00
2023-06-28 12:25:24	102524.00
2023-06-28 12:25:30	102530.00
2023-06-28 12:25:48	102548.00
2023-06-28 12:26:03	102603.00
2023-06-28 12:26:11	102611.00
2023-06-28 12:26:13	102613.00
2023-06-28 12:26:18	102618.00
2023-06-28 12:26:23	102623.00
2023-06-28 12:26:27	102627.00
