2023-06-28 12:19:18	296375.991	2268	18
2023-06-28 12:19:51	296408.991	2268	18
2023-06-28 12:20:19	296436.991	2268	18
2023-06-28 12:20:23	296440.991	2268	18
2023-06-28 12:20:37	296454.991	2268	18
2023-06-28 12:21:27	296504.991	2268	18
2023-06-28 12:21:28	296505.991	2268	18
2023-06-28 12:21:42	296519.991	2268	18
2023-06-28 12:22:36	296573.991	2268	18
2023-06-28 12:22:52	296589.991	2268	18
2023-06-28 12:23:46	296643.991	2268	18
2023-06-28 12:23:55	296652.991	2268	18
2023-06-28 12:24:03	296660.991	2268	18
2023-06-28 12:24:12	296669.991	2268	18
2023-06-28 12:25:40	296757.991	2268	18
2023-06-28 12:25:48	296765.991	2268	18
2023-06-28 12:26:09	296786.991	2268	18
2023-06-28 12:26:15	296792.991	2268	18
2023-06-28 12:26:24	296801.991	2268	18
2023-06-28 12:27:02	296839.991	2268	18
2023-06-28 12:27:24	296861.991	2268	18
2023-06-28 12:27:32	296869.991	2268	18
2023-06-28 12:27:39	296876.991	2268	18
2023-06-28 12:27:42	296879.991	2268	18
2023-06-28 12:27:50	296887.991	2268	18
2023-06-28 12:28:30	296927.991	2268	18
2023-06-28 12:28:44	296941.991	2268	18
2023-06-28 12:28:58	296955.991	2268	18
2023-06-28 12:29:14	296971.991	2268	18
2023-06-28 12:29:36	296993.991	2268	18
2023-06-28 12:31:29	297106.991	2268	18
2023-06-28 12:33:26	297223.991	2268	18
2023-06-28 12:35:31	297348.991	2268	18
2023-06-28 12:35:32	297349.991	2268	18
2023-06-28 12:37:06	297443.991	2268	18
2023-06-28 12:37:27	297464.991	2268	18
2023-06-28 12:37:32	297469.991	2268	18
2023-06-28 12:37:55	297492.991	2268	18
2023-06-28 12:38:03	297500.991	2268	18
2023-06-28 12:39:14	297571.991	2268	18
2023-06-28 12:39:45	297602.991	2268	18
2023-06-28 12:40:07	297624.991	2268	18
2023-06-28 12:40:13	297630.991	2268	18
2023-06-28 12:42:56	297793.991	2268	18
2023-06-28 12:43:48	297845.991	2268	18
2023-06-28 12:44:24	297881.991	2268	18
2023-06-28 12:45:58	297975.991	2268	18
2023-06-28 12:46:19	297996.991	2268	18
2023-06-28 12:46:55	298032.991	2268	18
2023-06-28 13:01:30	298907.991	2268	18
2023-06-28 13:10:51	299468.99	2268	18
2023-06-28 13:28:32	300529.99	2268	18
